Primary_applicant_age_in_years,Gender,Number_of_dependents,Years_at_current_residence,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket),Months_loan_taken_for,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,high_risk_applicant,H_for free,H_own,H_rent,P_FF&E,P_business,P_career development,P_domestic appliances,P_education,P_electronic equipment,P_new vehicle,P_repair costs,P_used vehicle,OTHR_EMI_PLANS_bank,OTHR_EMI_PLANS_none,OTHR_EMI_PLANS_stores,EMP_STATUS_management / self-employed / highly qualified employee / officer,EMP_STATUS_skilled employee / official,EMP_STATUS_unemployed / unskilled - non-resident,EMP_STATUS_unskilled - resident,P_building society savings agreement/life insurance,P_car or other,P_none,P_real estate,LOAN_HIST_all loans at this bank paid back duly,LOAN_HIST_critical/pending loans at other banks,LOAN_HIST_delay in paying off loans in the past,LOAN_HIST_existing loans paid back duly till now,LOAN_HIST_no loans taken/all loans paid back duly
32,1,1,3,4,0,1,3,0,0,18,629000,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
35,0,1,4,4,0,1,1,0,1,6,1198000,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
46,1,1,4,4,0,1,0,0,0,21,2476000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25,1,1,4,2,3,1,1,0,1,9,1138000,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
27,1,1,2,3,4,1,1,1,2,60,14027000,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
63,1,1,4,4,0,1,0,0,0,30,7596000,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
40,1,2,2,4,0,1,0,0,0,30,3077000,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32,1,1,2,2,3,1,1,0,0,18,1505000,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
31,1,1,2,2,3,1,0,2,0,24,3148000,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
31,1,1,4,4,0,1,2,1,2,20,6148000,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
34,1,1,2,1,2,1,1,2,0,9,1337000,4,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
24,0,2,2,1,2,1,4,1,2,6,433000,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
24,0,1,2,2,3,1,1,0,1,12,1228000,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
66,0,1,3,2,3,1,3,1,2,9,790000,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21,0,1,3,2,3,1,1,0,0,27,2570000,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
41,0,1,2,2,3,1,4,0,0,6,250000,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
47,1,1,2,2,3,1,3,0,0,15,1316000,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
25,0,1,4,2,3,1,1,0,1,18,1882000,4,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
59,0,1,3,4,0,1,1,1,2,48,6416000,4,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
36,1,1,4,2,3,1,4,2,0,24,1275000,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
33,1,1,2,1,2,1,1,1,2,24,6403000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
21,1,2,4,2,3,1,1,0,1,24,1987000,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
44,0,1,2,3,4,1,1,1,2,8,760000,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,0,1,4,2,3,1,4,0,0,24,2603000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
37,0,2,1,3,4,1,1,0,0,4,3380000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
29,0,1,2,1,2,1,0,1,2,36,3990000,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
23,0,1,4,2,3,1,1,1,2,24,11560000,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
35,1,2,4,2,3,1,2,0,1,18,4380000,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
45,1,2,3,3,4,1,1,0,0,6,6761000,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
26,0,1,4,2,3,1,2,1,2,30,4280000,4,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
32,1,1,3,3,4,1,2,0,1,24,2325000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23,1,1,4,2,3,1,1,1,2,10,1048000,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
41,1,1,3,4,0,1,0,0,0,21,3160000,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,1,1,4,2,3,1,3,0,1,24,2483000,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
30,1,1,4,3,4,1,0,0,1,39,14179000,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
28,1,1,1,1,2,1,1,0,1,13,1797000,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
23,0,1,4,0,1,1,1,0,1,15,2511000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
37,0,1,1,1,2,1,1,0,1,12,1274000,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26,1,1,3,2,3,1,0,0,0,21,5248000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
33,1,1,2,3,4,1,1,0,0,15,3029000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
49,0,1,1,4,0,1,1,0,1,6,428000,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,0,1,2,1,2,1,1,0,1,18,976000,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,0,1,4,3,4,1,2,1,2,12,841000,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
25,0,1,2,3,4,1,1,0,0,30,5771000,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
55,1,2,4,4,0,1,4,0,0,12,1555000,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32,0,1,4,3,4,1,0,0,1,24,1285000,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
74,1,2,1,2,3,0,1,2,0,6,1299000,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39,1,1,4,2,3,1,0,2,0,15,1271000,3,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
31,1,1,2,2,3,1,1,0,0,24,1393000,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35,1,1,3,4,0,1,1,0,1,12,691000,4,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
59,0,1,4,4,0,1,0,0,0,15,5045000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24,0,1,4,2,3,1,1,0,1,18,2124000,4,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
24,1,1,3,2,3,1,1,0,1,12,2214000,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
30,1,1,4,4,0,1,0,0,0,21,12680000,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
27,1,1,3,3,4,1,2,0,0,24,2463000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
40,1,1,3,4,0,1,1,1,2,12,1155000,3,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31,1,1,4,1,2,1,1,0,1,30,3108000,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
31,0,1,4,1,2,1,0,0,0,10,2901000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,1,1,4,4,0,1,1,1,2,12,3617000,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
63,1,1,4,4,0,1,1,0,0,12,1655000,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
26,0,1,4,4,0,1,0,0,1,24,2812000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
25,0,1,2,2,3,1,1,0,1,36,8065000,3,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
36,1,1,4,4,0,1,1,0,0,21,3275000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52,1,1,4,4,0,1,2,0,0,24,2223000,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
66,1,1,4,0,1,1,3,2,0,12,1480000,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
25,0,1,4,2,3,1,0,0,1,24,1371000,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37,1,1,4,3,4,1,1,0,0,36,3535000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
25,0,1,1,3,4,1,1,0,1,18,3509000,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
38,1,1,2,4,0,1,4,0,0,36,5711000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
67,0,1,4,0,1,1,1,1,2,18,3872000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,1,1,2,3,4,1,1,1,2,39,4933000,2,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
60,1,1,4,4,0,1,4,0,0,24,1940000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
31,1,1,2,2,3,1,1,1,2,12,1410000,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,0,1,2,1,2,1,2,1,2,12,836000,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
60,1,1,4,0,1,1,0,1,2,20,6468000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35,1,1,2,2,3,1,4,1,2,18,1941000,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
40,1,1,4,4,0,1,3,0,0,22,2675000,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
38,1,2,3,4,0,1,0,0,0,48,2751000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50,1,1,4,4,0,1,1,1,2,48,6224000,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
27,1,1,3,2,3,1,1,0,1,40,5998000,4,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
39,0,2,4,4,0,1,1,1,2,21,1188000,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41,1,2,4,4,0,1,0,0,0,24,6313000,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,1,1,2,2,3,1,0,0,0,6,1221000,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
51,1,1,4,4,0,1,1,2,0,24,2892000,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
32,1,1,3,4,0,1,3,0,0,24,3062000,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,0,1,4,1,2,1,2,0,0,9,2301000,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
51,1,2,4,4,0,1,0,0,1,18,7511000,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,0,1,4,1,2,1,1,0,0,12,1258000,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
54,1,1,4,4,0,1,0,0,0,24,717000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
35,1,1,2,1,2,1,0,1,2,9,1549000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
54,1,2,4,4,0,1,1,0,0,24,1597000,4,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
48,0,1,4,4,0,1,1,1,2,18,1795000,3,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
24,0,1,4,4,0,1,1,0,1,20,4272000,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
35,1,1,4,4,0,1,0,0,0,12,976000,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24,0,1,2,0,1,1,0,1,2,12,7472000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24,1,1,1,3,4,1,1,0,1,36,9271000,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,1,1,3,1,2,0,1,1,2,6,590000,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
65,1,1,4,4,0,1,0,0,0,12,930000,4,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
55,1,1,2,0,1,1,1,1,2,42,9283000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
26,0,1,1,1,2,1,1,1,2,15,1778000,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26,1,1,2,1,2,1,1,1,2,8,907000,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,1,1,3,3,4,1,1,1,2,6,484000,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,1,1,4,3,4,1,1,0,1,36,9629000,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
54,1,1,4,2,3,1,1,0,1,48,3051000,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
46,1,2,4,3,4,1,1,0,1,48,3931000,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
54,0,1,2,2,3,1,1,1,2,36,7432000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
62,1,1,4,2,3,1,3,0,0,6,1338000,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
24,0,1,2,3,4,1,1,0,0,6,1554000,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
43,1,1,3,0,1,1,1,0,1,36,15857000,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,1,1,3,2,3,1,1,0,1,18,1345000,4,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,1,1,2,2,3,1,1,0,0,12,1101000,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
24,1,1,1,2,3,1,1,2,0,12,3016000,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
41,1,2,2,4,0,1,1,0,1,36,2712000,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
47,1,1,4,4,0,1,1,0,1,8,731000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
35,1,1,2,1,2,1,1,0,0,18,3780000,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
30,1,1,3,4,0,1,1,0,1,21,1602000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
33,0,1,4,4,0,1,1,0,1,18,3966000,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
36,1,2,2,2,3,1,1,0,0,18,4165000,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
47,1,1,4,4,0,1,0,0,1,36,8335000,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38,1,2,4,2,3,1,0,1,2,48,6681000,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
44,1,2,2,2,3,1,3,0,0,24,2375000,4,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23,0,1,3,1,2,1,1,0,1,18,1216000,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,1,1,4,4,0,1,1,0,1,45,11816000,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
42,0,1,4,4,0,1,0,1,2,24,5084000,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,0,1,3,1,2,1,1,2,0,15,2327000,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
48,1,1,4,2,3,1,1,0,1,12,1082000,4,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
21,0,1,2,2,3,1,0,0,0,12,886000,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,0,2,3,1,2,1,1,0,0,4,601000,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
63,1,1,4,4,0,1,1,0,1,24,2957000,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
46,1,1,3,4,0,1,1,0,0,24,2611000,4,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
29,1,1,2,3,4,1,1,0,1,36,5179000,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,1,1,2,2,3,1,1,0,0,21,2993000,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23,0,1,4,1,2,1,1,0,0,18,1943000,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50,1,1,4,3,4,1,1,0,0,24,1559000,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
47,1,2,4,4,0,1,1,0,0,18,3422000,4,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
35,1,1,3,3,4,1,0,1,2,21,3976000,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
68,1,1,4,2,3,1,0,0,0,18,6761000,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,1,1,2,1,2,1,1,0,0,24,1249000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
59,1,1,4,3,4,1,1,0,1,9,1364000,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
57,1,1,4,4,0,1,1,0,1,12,709000,4,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
33,1,1,2,2,3,0,1,0,1,20,2235000,4,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
43,1,1,4,3,4,1,0,0,0,24,4042000,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
35,1,1,4,2,3,1,1,0,0,15,1471000,4,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32,1,2,4,3,4,1,1,0,1,18,1442000,4,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
45,1,2,2,4,0,1,1,0,0,36,10875000,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
